id,name,workflowComparator,ascending,deadlineFactor,reliabilityFactor,jobSequenceStrategy,neighborhoodFactor,slackTimeFactor,daxList,completionDetail,elecCost,finishTime,retryCount,overdueCount,plnRuntime,runtime
146,Random(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.093420235285,9236.2368,2,3,3.386,3.431
147,HEFT(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.038555496293333325,718.0679,0,2,3.474,3.521
149,HEFT(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.03717767160472222,707.565,0,2,3.347,3.396
150,Random(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.11565932438194444,8998.1057,2,3,3.461,3.511
151,HEFT(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.03948458195611112,840.0239,1,2,3.433,3.475
152,Random(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.10933560438555556,11651.4153,2,3,3.319,3.361
154,Random(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.09524434691,9903.3348,6,3,3.094,3.136
153,HEFT(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.03396636435277778,733.7409,0,2,3.339,3.38
155,HEFT(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.03483111562416667,686.0086,0,2,2.934,2.966
156,Random(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.1433856590238889,9018.0484,3,2,2.502,2.529
158,Random(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.11931346350416666,7040.093,6,2,1.836,1.861
157,HEFT(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.03672906729111112,776.7364,0,2,2.384,2.416
160,Random(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.08943302755722221,4340.4229,5,2,1.881,1.906
159,HEFT(cmp=Length),Length,true,0.2,0.98,DEADLINE,0.2,1.0,"[Genome_100, Montage_50, Montage_200]",350 / 350,0.03501036434944445,756.014,0,2,2.018,2.04
